  8.50701e+10  -0.00795269
  8.50711e+10    0.0172191
  8.50721e+10    0.0190175
  8.50731e+10  -0.00165039
  8.50741e+10   -0.0192007
  8.50750e+10 -7.00504e-05
  8.50760e+10   -0.0116032
  8.50770e+10   -0.0161276
  8.50780e+10   0.00683852
  8.50789e+10   0.00149978
  8.50799e+10   -0.0264806
  8.50809e+10   0.00999377
  8.50819e+10  -0.00363808
  8.50828e+10   -0.0133273
  8.50838e+10   -0.0142731
  8.50848e+10  -0.00491231
  8.50858e+10   -0.0123235
  8.50867e+10    0.0127849
  8.50877e+10   0.00437383
  8.50887e+10  -0.00150640
  8.50897e+10  -0.00464726
  8.50906e+10   -0.0269593
  8.50916e+10   0.00446325
  8.50926e+10   -0.0110464
  8.50936e+10  0.000544772
  8.50946e+10    0.0108170
  8.50955e+10   -0.0170564
  8.50965e+10    0.0163710
  8.50975e+10  -0.00685479
  8.50985e+10   0.00322846
  8.50994e+10   0.00193505
  8.51004e+10   -0.0221987
  8.51014e+10   -0.0123413
  8.51024e+10    0.0265111
  8.51033e+10    0.0192959
  8.51043e+10    0.0126176
  8.51053e+10 -3.61774e-05
  8.51063e+10    0.0159302
  8.51073e+10    0.0203023
  8.51082e+10  -0.00149744
  8.51092e+10  -0.00863354
  8.51102e+10  -0.00828874
  8.51112e+10    0.0127067
  8.51121e+10    0.0133037
  8.51131e+10   0.00124599
  8.51141e+10    0.0200703
  8.51151e+10   0.00583067
  8.51160e+10   0.00654352
  8.51170e+10    0.0262110
  8.51180e+10    0.0292436
  8.51190e+10   0.00763879
  8.51199e+10    0.0145076
  8.51209e+10    0.0272478
  8.51219e+10    0.0118940
  8.51229e+10    0.0171097
  8.51239e+10    0.0151991
  8.51248e+10   -0.0158212
  8.51258e+10  -0.00545764
  8.51268e+10  -0.00774327
  8.51278e+10    0.0120333
  8.51287e+10   0.00209898
  8.51297e+10    0.0108327
  8.51307e+10  -0.00258190
  8.51317e+10   -0.0115757
  8.51326e+10 -0.000409101
  8.51336e+10    0.0255267
  8.51346e+10  -0.00158932
  8.51356e+10  -0.00541745
  8.51365e+10    0.0109641
  8.51375e+10   0.00745547
  8.51385e+10  -0.00416321
  8.51395e+10   0.00656478
  8.51404e+10   -0.0297301
  8.51414e+10  -0.00529205
  8.51424e+10   -0.0142773
  8.51434e+10  -0.00972663
  8.51444e+10  -0.00915597
  8.51453e+10    0.0143290
  8.51463e+10   -0.0100514
  8.51473e+10  0.000876913
  8.51483e+10  -0.00889243
  8.51492e+10   -0.0489447
  8.51502e+10   0.00231401
  8.51512e+10   0.00742008
  8.51522e+10   0.00703197
  8.51531e+10   0.00549663
  8.51541e+10  -0.00597004
  8.51551e+10    0.0104521
  8.51561e+10    0.0136752
  8.51571e+10  0.000288269
  8.51580e+10   -0.0134922
  8.51590e+10   -0.0293124
  8.51600e+10   -0.0213775
  8.51610e+10  -0.00637651
  8.51619e+10   -0.0186767
  8.51629e+10  -0.00188651
  8.51639e+10   -0.0129333
  8.51649e+10    0.0158005
  8.51658e+10    0.0168723
  8.51668e+10    0.0185441
  8.51678e+10  -0.00589756
  8.51688e+10   0.00610460
  8.51697e+10   0.00426917
  8.51707e+10    0.0183780
  8.51717e+10   -0.0113805
  8.51727e+10   -0.0210277
  8.51736e+10  -0.00845177
  8.51746e+10   -0.0162395
  8.51756e+10   0.00553982
  8.51766e+10    0.0126643
  8.51776e+10   -0.0266858
  8.51785e+10  0.000277579
  8.51795e+10  -0.00315890
  8.51805e+10    0.0146796
  8.51815e+10    0.0233124
  8.51824e+10    0.0155864
  8.51834e+10   0.00966642
  8.51844e+10  0.000816593
  8.51854e+10  -0.00333916
  8.51863e+10  -0.00812417
  8.51873e+10   -0.0293543
  8.51883e+10  -0.00187286
  8.51893e+10   0.00678365
  8.51902e+10  -0.00803307
  8.51912e+10   -0.0151805
  8.51922e+10  -0.00790668
  8.51932e+10   -0.0199628
  8.51942e+10    0.0106575
  8.51951e+10   0.00660892
  8.51961e+10   -0.0166852
  8.51971e+10   -0.0318351
  8.51981e+10  -0.00791592
  8.51990e+10  -0.00693420
  8.52000e+10   -0.0154414
  8.52010e+10   0.00878195
  8.52020e+10   0.00230770
