  8.50582e+10   0.00144699
  8.50592e+10    0.0411767
  8.50602e+10    0.0316698
  8.50611e+10   0.00872825
  8.50621e+10    0.0159990
  8.50631e+10  -0.00196614
  8.50641e+10   -0.0115563
  8.50651e+10  -0.00785533
  8.50660e+10   -0.0221598
  8.50670e+10  -0.00366359
  8.50680e+10  0.000985397
  8.50690e+10  -0.00583069
  8.50699e+10   -0.0338614
  8.50709e+10   -0.0242799
  8.50719e+10   0.00285476
  8.50729e+10   0.00769226
  8.50738e+10   0.00469745
  8.50748e+10    0.0181030
  8.50758e+10   0.00138297
  8.50768e+10  -0.00387265
  8.50778e+10   -0.0145263
  8.50787e+10   0.00209562
  8.50797e+10   -0.0234775
  8.50807e+10   -0.0155742
  8.50817e+10  -0.00421848
  8.50826e+10  -0.00840882
  8.50836e+10    0.0269471
  8.50846e+10    0.0221742
  8.50856e+10  -0.00169245
  8.50865e+10   0.00740812
  8.50875e+10  0.000956821
  8.50885e+10  -0.00872969
  8.50895e+10  -0.00944612
  8.50905e+10   -0.0114782
  8.50914e+10   -0.0274953
  8.50924e+10   -0.0107520
  8.50934e+10  -0.00444877
  8.50944e+10   -0.0104618
  8.50953e+10   0.00665021
  8.50963e+10   0.00157822
  8.50973e+10   -0.0222005
  8.50983e+10   -0.0102513
  8.50992e+10   -0.0141455
  8.51002e+10   -0.0194447
  8.51012e+10  -0.00305855
  8.51022e+10    0.0296457
  8.51031e+10    0.0232474
  8.51041e+10    0.0203621
  8.51051e+10  -0.00395315
  8.51061e+10  -0.00494872
  8.51071e+10   0.00604069
  8.51080e+10    0.0187501
  8.51090e+10    0.0156817
  8.51100e+10   -0.0250401
  8.51110e+10  -0.00201569
  8.51119e+10    0.0180662
  8.51129e+10    0.0168170
  8.51139e+10    0.0158797
  8.51149e+10  -0.00957340
  8.51158e+10   -0.0123249
  8.51168e+10   -0.0409358
  8.51178e+10    0.0130625
  8.51188e+10    0.0235582
  8.51197e+10    0.0167874
  8.51207e+10   0.00934658
  8.51217e+10   -0.0113106
  8.51227e+10   -0.0248935
  8.51237e+10   0.00610580
  8.51246e+10   -0.0142008
  8.51256e+10   -0.0354280
  8.51266e+10   -0.0424401
  8.51276e+10  -0.00707965
  8.51285e+10    0.0119534
  8.51295e+10  -0.00841337
  8.51305e+10    0.0121024
  8.51315e+10    0.0259794
  8.51324e+10  -0.00260109
  8.51334e+10   0.00889396
  8.51344e+10    0.0129788
  8.51354e+10  -0.00727620
  8.51364e+10  -0.00296310
  8.51373e+10   -0.0138452
  8.51383e+10   0.00651127
  8.51393e+10   0.00643531
  8.51403e+10  -0.00701060
  8.51412e+10   0.00839324
  8.51422e+10   0.00834713
  8.51432e+10  -0.00849522
  8.51442e+10   -0.0351109
  8.51451e+10  -0.00255061
  8.51461e+10   0.00485873
  8.51471e+10  -0.00167061
  8.51481e+10   0.00852325
  8.51490e+10  -0.00227607
  8.51500e+10  -0.00260378
  8.51510e+10   -0.0103365
  8.51520e+10   0.00185957
  8.51530e+10    0.0237265
  8.51539e+10   0.00817479
  8.51549e+10   0.00133375
  8.51559e+10    0.0133185
  8.51569e+10    0.0199893
  8.51578e+10    0.0379703
  8.51588e+10    0.0183024
  8.51598e+10    0.0373484
  8.51608e+10    0.0100116
  8.51617e+10  -0.00604714
  8.51627e+10   0.00329873
  8.51637e+10  -0.00511521
  8.51647e+10    0.0119470
  8.51657e+10  -0.00331685
  8.51666e+10  0.000317534
  8.51676e+10   -0.0203876
  8.51686e+10  -0.00927508
  8.51696e+10   -0.0195147
  8.51705e+10   -0.0117889
  8.51715e+10   0.00997685
  8.51725e+10  -0.00477867
  8.51735e+10    0.0288994
  8.51744e+10  -0.00473999
  8.51754e+10   -0.0295246
  8.51764e+10  -0.00204515
  8.51774e+10    0.0280869
  8.51784e+10   0.00945186
  8.51793e+10   -0.0159834
  8.51803e+10  -0.00436167
  8.51813e+10   -0.0235528
  8.51823e+10   -0.0465050
  8.51832e+10   0.00134119
  8.51842e+10   0.00740891
  8.51852e+10   0.00300954
  8.51862e+10    0.0214952
  8.51871e+10   -0.0195870
  8.51881e+10   -0.0126943
  8.51891e+10   0.00658464
  8.51901e+10    0.0239657
  8.51910e+10  0.000385677
  8.51920e+10  -0.00983852
  8.51930e+10   -0.0269056
  8.51940e+10    0.0115717
  8.51949e+10  -0.00129531
