# Z-profile-Region_1-Statistic_FluxDensity-Coordinate_Current member.uid___A001_X143a_X3e.V510_Pup_sci.spw20.cube.I.pbcor.fits
# xLabel: [LSRK] Frequency (GHz)
# yLabel: Value (Jy)
# ellipse[[44.169118pix, 45.161765pix], [8.382353pix, 8.382353pix], 0.000000deg]	
# ellipse(wcs:ICRS)[[8:02:40.7573502741, -24:04:42.3747725715], [7.4602941176", 7.4602941176"], 0.000000deg]	
# x	y
229.504390289	1.7658687402e-2
229.50536691635278	-4.5374056186e-3
229.50634354370558	3.7243928745e-2
229.50732017105835	7.9635993597e-2
229.50829679841115	3.4896442959e-2
229.50927342576392	3.0547112084e-2
229.51025005311672	-3.9854812187e-3
229.5112266804695	-2.9466151406e-2
229.5122033078223	-4.3874171499e-2
229.51317993517506	-1.6812133251e-2
229.51415656252786	-2.8454735704e-3
229.51513318988063	-9.0700806120e-3
229.5161098172334	-1.3649842834e-2
229.5170864445862	-3.0563873132e-2
229.51806307193897	1.8306245220e-3
229.51903969929177	3.1606952228e-2
229.52001632664454	1.1825130023e-2
229.52099295399734	-4.9766568684e-2
229.5219695813501	-4.0848448453e-2
229.5229462087029	-3.0564388806e-2
229.52392283605568	-1.1595604117e-2
229.52489946340847	-4.7306318355e-2
229.52587609076124	2.7925867292e-2
229.52685271811401	1.5130112716e-2
229.5278293454668	-3.4901641533e-2
229.52880597281958	3.8694827563e-2
229.52978260017238	8.6133067958e-2
229.53075922752515	3.6134832994e-2
229.53173585487795	-2.9566801455e-3
229.53271248223072	5.3974650305e-2
229.53368910958352	1.1353270323e-2
229.5346657369363	2.3079968063e-2
229.5356423642891	-1.0791416190e-3
229.53661899164186	-2.7270940754e-2
229.53759561899463	-3.2889946786e-2
229.53857224634743	-3.3610331566e-2
229.5395488737002	1.6180407166e-2
229.540525501053	5.6144471612e-2
229.54150212840577	2.1339984601e-2
229.54247875575857	-3.2154771993e-2
229.54345538311134	7.5690656622e-3
229.54443201046413	2.6378472598e-2
229.5454086378169	3.0636532292e-2
229.5463852651697	-5.0873554254e-2
229.54736189252247	-9.7274412782e-3
229.54833851987524	7.0903926242e-3
229.54931514722804	-1.0567487980e-2
229.5502917745808	-4.8877284858e-3
229.5512684019336	-4.6150107319e-3
229.55224502928638	-8.6484304339e-2
229.55322165663918	-4.8515691471e-2
229.55419828399195	-3.5875516505e-3
229.55517491134475	-8.8601582744e-2
229.55615153869752	-5.3589773656e-2
229.55712816605032	-2.7526991458e-2
229.5581047934031	5.7534070587e-2
229.5590814207559	4.4954308551e-3
229.56005804810866	-6.7782932941e-3
229.56103467546143	-2.1411412837e-3
